-8,1064,-120,0.0539551
8,1056,-164,0.123779
24,1100,-80,0.189941
-28,1032,-248,0.256836
32,1064,-48,0.321777
20,1048,-20,0.387939
8,1060,-40,0.453857
8,1040,-40,0.518799
8,1048,-72,0.584961
-32,912,4,0.650879
284,-560,56,0.716797
136,-108,284,0.783936
1016,92,-500,0.85083
1912,44,56,0.917969
2040,-80,376,0.983887
2040,-104,-16,1.0498
2040,-252,44,1.11694
2040,-4,-148,1.18286
1608,28,-128,1.24878
1052,92,112,1.31689
344,140,-28,1.38281
136,332,28,1.44897
216,200,132,1.51489
716,176,44,1.58398
1388,120,-56,1.65479
2036,-52,64,1.72095
2040,-92,-40,1.78687
2040,-264,296,1.854
2040,-224,-32,1.9209
2040,-92,-112,1.98682
1320,-132,-60,2.05493
592,-56,172,2.12085
332,-132,8,2.18579
240,-108,32,2.25391
500,-72,-8,2.31982
988,-88,-20,2.38599
1640,-92,4,2.45288
2040,-68,-96,2.52002
2040,-132,-16,2.58594
2040,-12,-100,2.65283
2040,-68,16,2.71899
1800,160,-172,2.78589
1064,276,-176,2.85278
508,44,-16,2.91992
340,164,-32,2.98682
428,264,12,3.05688
840,152,16,3.125
1284,96,52,3.18994
1956,32,-28,3.25586
2040,-40,84,3.32178
2040,-192,36,3.38696
2040,-188,28,3.45288
2004,-160,20,3.5188
1216,-140,-52,3.58496
680,-108,-44,3.65283
420,-40,-12,3.71997
336,-124,36,3.78687
632,-112,4,3.85278
1100,-104,32,3.91895
1688,-92,8,3.98486
2040,-68,36,4.0498
2040,-64,40,4.11987
2040,-8,44,4.18579
2040,40,8,4.25293
1352,36,68,4.31885
840,124,-4,4.38501
532,124,-4,4.45093
408,112,-4,4.521
560,100,0,4.58594
976,52,0,4.65283
1480,24,16,4.71899
2040,-8,-8,4.78491
2040,-52,32,4.85083
2040,-52,44,4.91699
2040,-160,-24,4.98193
1480,-108,36,5.052
980,-124,20,5.11792
564,-120,24,5.18384
416,-112,52,5.25098
576,-72,24,5.31689
904,-84,36,5.38281
1408,-116,12,5.448
2008,-56,20,5.5188
2040,-68,40,5.58398
2040,-44,8,5.65088
2040,36,-36,5.7168
1704,36,36,5.78296
980,76,0,5.84888
636,84,-20,5.91382
488,116,-4,5.98291
580,128,-4,6.04883
900,96,-24,6.11499
1364,56,-36,6.18286
1876,0,0,6.24878
2040,-104,32,6.31494
2040,-120,-48,6.38086
2040,-64,48,6.44678
1704,-116,-36,6.51489
1044,-96,-4,6.58179
672,-80,-8,6.64893
4,824,924,6.71484
1732,1008,-600,6.78198
376,184,-436,6.84595
628,1136,136,6.91479
500,616,-664,6.98096
476,960,116,7.04785
480,928,-264,7.11499
444,1072,-284,7.18091
508,996,-192,7.24683
452,976,-36,7.31299
508,1028,-276,7.37793
464,952,-68,7.44995
476,956,-144,7.51587
432,888,-168,7.58081
456,1036,-140,7.64697
488,784,-280,7.71191
400,1060,-100,7.77881
344,896,-120,7.84497
384,768,-176,7.91187
420,944,56,7.979
420,980,24,8.04492
452,1044,-104,8.11182
404,972,-56,8.17798
424,924,-208,8.24487
